Target_genes	ELK4|Average	SRX065548|293	SRX065549|293	SRX150669|293	SRX644407|DU_145	SRX028644|HeLa	SRX028645|HeLa	SRX150431|HeLa	SRX13007931|Hep_G2	SRX13007932|Hep_G2	STRING
NSUN6	93.444444	100	0	0	0	190	190	361	0	0	0
ZNF239	93.333333	129	0	0	0	203	164	344	0	0	0
RAD23A	93.333333	0	0	0	0	133	248	359	0	100	0
NONO	93.333333	0	0	0	0	149	277	414	0	0	0
MCM7	93.333333	127	0	0	0	191	194	328	0	0	0
AP4M1	93.333333	127	0	0	0	191	194	328	0	0	0
RRAS	93.222222	0	0	0	0	138	297	404	0	0	0
SLC4A2	93.111111	175	0	113	0	140	121	289	0	0	0
CDK5	93.111111	175	0	113	0	140	121	289	0	0	0
UBR1	93.000000	0	0	0	0	151	270	416	0	0	0
MRPL12	92.555556	0	0	0	0	212	152	370	0	99	0
DMTF1	92.555556	0	0	0	0	202	196	335	0	100	0
EPN1	92.222222	136	0	0	0	148	209	337	0	0	0
C9orf40	92.222222	0	0	0	0	137	302	391	0	0	0
TMEM138	92.111111	0	0	0	0	130	302	397	0	0	0
CYB561A3	92.111111	0	0	0	0	130	302	397	0	0	0
RPLP2	91.888889	209	0	0	0	140	118	249	0	111	0
PTPN23	91.888889	0	0	0	0	135	306	386	0	0	0
EIF2S3	91.888889	126	0	0	0	113	248	340	0	0	0
PTER	91.777778	260	0	78	0	139	113	236	0	0	0
PLGRKT	91.666667	155	0	0	0	158	185	327	0	0	0
TAF7	91.333333	0	0	0	0	131	221	336	0	134	0
STK19	91.333333	149	0	0	0	188	149	336	0	0	0
OPA1	91.333333	0	0	0	0	152	219	366	0	85	0
FBXO31	91.333333	0	0	0	0	153	221	334	0	114	0
DXO	91.333333	149	0	0	0	188	149	336	0	0	0
COMMD4	91.333333	0	0	0	0	168	244	410	0	0	0
RAB37	91.222222	0	0	0	0	0	0	0	0	821	0
IQCH	91.222222	0	0	0	0	220	221	380	0	0	0
AAGAB	91.222222	0	0	0	0	220	221	380	0	0	0
NXT2	91.000000	0	0	0	0	190	212	417	0	0	0
SPTLC1	90.555556	0	0	0	0	84	192	288	102	149	0
RPL19	90.555556	0	0	0	0	0	366	449	0	0	0
PFKFB3	90.444444	463	0	0	0	0	143	208	0	0	0
MEIG1	90.444444	103	0	0	0	88	276	347	0	0	0
MAD2L1BP	90.444444	0	0	0	0	159	258	397	0	0	0
E2F4	90.444444	100	0	0	0	103	190	300	0	121	0
WDR61	90.333333	0	0	0	0	156	287	370	0	0	0
INTS4	90.333333	0	0	0	0	201	222	390	0	0	0
ZNF7	90.222222	92	0	0	0	0	318	402	0	0	0
MTG1	90.222222	108	0	0	0	211	152	341	0	0	0
RHOT2	90.000000	0	0	0	0	114	297	399	0	0	0
PIK3R2	90.000000	0	0	0	0	110	299	401	0	0	0
FAM156B	90.000000	0	0	0	0	200	219	391	0	0	0
FAM156A	90.000000	0	0	0	0	200	219	391	0	0	0
CYB5R4	90.000000	0	0	0	0	139	152	282	0	237	0
CSTF2T	90.000000	0	0	0	0	101	316	393	0	0	0
SPSB3	89.888889	184	0	71	0	90	177	287	0	0	0
PCGF1	89.888889	110	0	0	0	157	211	331	0	0	0
EIF2B2	89.777778	147	0	0	0	149	120	293	0	99	0
STK11IP	89.555556	133	0	0	0	161	193	319	0	0	0
PIH1D2	89.555556	0	0	0	0	144	281	381	0	0	0
NKAPD1	89.555556	0	0	0	0	144	281	381	0	0	0
MRPL21	89.555556	0	0	0	0	135	177	305	0	189	0
IGHMBP2	89.555556	0	0	0	0	135	177	305	0	189	0
RPS14	89.444444	0	0	0	0	181	233	391	0	0	0
EIF3G	89.444444	138	0	0	0	138	170	267	0	92	0
CCP110	89.444444	0	0	0	0	0	266	399	140	0	0
RFC4	89.333333	0	0	0	0	138	212	351	0	103	0
EIF3H	89.111111	0	0	0	0	221	181	400	0	0	0
EDC3	89.111111	133	0	0	0	146	193	330	0	0	0
ATXN2	89.111111	246	0	0	0	171	0	276	0	109	0
RPL26L1	89.000000	0	0	0	0	196	206	399	0	0	0
FAM161B	88.888889	117	0	0	0	105	188	266	0	124	0
COQ6	88.888889	117	0	0	0	105	188	266	0	124	0
SRSF5	88.666667	0	0	0	0	220	145	304	0	129	0
RABGGTA	88.666667	105	0	0	0	0	139	235	70	249	0
MRPL53	88.555556	0	0	0	0	145	191	320	0	141	0
TMEM101	88.444444	0	0	0	0	151	239	406	0	0	0
TPGS1	88.333333	0	0	0	0	178	220	397	0	0	0
INTS12	88.333333	0	0	0	0	0	321	360	0	114	0
GSTCD	88.333333	0	0	0	0	0	321	360	0	114	0
LENG1	88.222222	216	0	0	0	169	156	253	0	0	0
SF3B2	88.000000	0	0	0	0	255	161	376	0	0	0
PREPL	87.888889	0	0	0	0	223	181	387	0	0	0
CSNK1G1	87.888889	0	0	0	0	225	174	392	0	0	0
CAMKMT	87.888889	0	0	0	0	223	181	387	0	0	0
USP20	87.666667	142	0	0	0	158	184	305	0	0	0
SPHK2	87.666667	0	0	0	0	166	201	331	0	91	0
RPL18	87.666667	0	0	0	0	166	201	331	0	91	0
DDX47	87.666667	0	0	0	0	82	326	381	0	0	0
C9orf78	87.666667	142	0	0	0	158	184	305	0	0	0
SHPK	87.555556	153	0	0	0	127	198	310	0	0	0
DDX11	87.555556	199	0	0	0	100	147	274	0	68	0
CXorf38	87.555556	182	0	0	0	0	273	333	0	0	0
CTNS	87.555556	153	0	0	0	127	198	310	0	0	0
FAF2	87.444444	0	0	0	0	159	248	380	0	0	0
TM2D3	87.222222	262	0	0	0	0	230	293	0	0	0
PHF23	87.222222	0	0	0	0	188	207	390	0	0	0
OTUB1	87.222222	0	0	0	0	150	257	378	0	0	0
MINDY3	87.222222	95	0	0	0	189	180	321	0	0	0
EIF5A2	87.222222	120	0	0	0	115	159	244	0	147	0
ZNF197	87.111111	0	0	0	0	117	298	369	0	0	0
FLOT1	87.000000	0	0	0	0	113	251	354	65	0	0
CDK13	87.000000	0	0	0	0	214	179	390	0	0	0
CHORDC1	86.888889	0	0	0	0	205	212	365	0	0	0
MED11	86.777778	0	0	0	0	157	245	379	0	0	0
NEK9	86.666667	0	0	0	0	132	253	395	0	0	0
MINPP1	86.444444	191	0	0	0	129	170	288	0	0	0
EID1	86.444444	0	0	0	0	121	288	369	0	0	0
TMEM102	86.333333	108	0	0	0	0	276	393	0	0	0
ZNF200	86.222222	0	0	0	0	197	198	381	0	0	0
EPHA10	86.111111	0	0	0	0	0	0	0	0	775	0
COX6B1	86.111111	0	0	0	0	178	225	372	0	0	0
NUDT5	86.000000	0	0	0	0	132	230	342	0	70	0
CDC123	86.000000	0	0	0	0	132	230	342	0	70	0
TOP1MT	85.777778	156	0	0	0	163	148	305	0	0	0
RALY	85.777778	261	0	0	0	119	150	242	0	0	0
PGK1	85.777778	0	0	0	127	208	112	325	0	0	0
PDRG1	85.555556	134	0	0	0	224	0	264	0	148	0
NBPF11	85.555556	0	0	0	0	148	250	372	0	0	0
SEC11A	85.333333	105	0	0	0	188	147	328	0	0	0
AP1M1	84.888889	0	0	0	0	200	196	368	0	0	0
ANKRD31	84.777778	232	0	0	0	162	0	289	0	80	0
TMEM248	84.666667	0	0	0	0	191	214	357	0	0	0
SSU72	84.666667	317	0	0	0	199	0	246	0	0	0
MRPL38	84.555556	0	0	0	0	140	249	372	0	0	0
AAAS	84.333333	0	0	0	0	209	181	369	0	0	0
ZRANB2	84.111111	0	0	0	0	119	283	355	0	0	0
YBEY	84.111111	0	0	0	0	148	155	296	0	158	0
MCM3AP	84.111111	0	0	0	0	148	155	296	0	158	0
UBXN1	83.777778	0	0	0	0	155	198	334	0	67	0
IBA57	83.777778	535	0	0	0	83	0	136	0	0	0
THAP10	83.666667	0	0	0	0	105	262	386	0	0	0
RIOK3	83.666667	0	0	0	0	218	180	355	0	0	0
NKAP	83.666667	0	0	0	0	106	272	375	0	0	0
MRPS33	83.666667	164	0	0	0	117	114	227	0	131	0
LRRC49	83.666667	0	0	0	0	105	262	386	0	0	0
CUL4A	83.555556	0	0	0	0	90	203	319	0	140	0
PROSER3	83.444444	229	0	0	0	155	123	244	0	0	0
ATP5MC2	83.444444	0	0	0	0	154	178	311	0	108	0
SWI5	83.333333	171	0	0	0	149	138	292	0	0	0
MEIS1	83.333333	0	0	0	0	159	161	307	0	123	0
GOLGA2	83.333333	171	0	0	0	149	138	292	0	0	0
DYNC1I2	83.333333	0	0	0	0	143	135	246	133	93	0
ZNF45	83.222222	119	0	0	0	0	262	368	0	0	0
RPL28	83.222222	0	0	0	0	128	265	356	0	0	0
MIA3	83.222222	0	0	0	0	156	219	374	0	0	0
MCM5	83.111111	348	0	101	0	0	112	187	0	0	0
TTI1	82.888889	0	0	0	0	86	180	291	0	189	0
TPM3	82.888889	0	0	0	0	226	158	362	0	0	0
RPS15	82.888889	0	0	0	0	211	174	361	0	0	0
RPRD1B	82.888889	0	0	0	0	86	180	291	0	189	0
EXTL2	82.777778	113	0	0	0	154	126	265	0	87	0
RUVBL1	82.666667	0	0	0	0	144	217	383	0	0	0
UBA52	82.444444	0	0	0	0	141	179	318	0	104	0
SERINC4	82.444444	0	0	0	0	0	328	414	0	0	0
PPM1G	82.444444	0	0	0	0	153	145	297	0	147	0
POLR3D	82.444444	0	0	0	0	102	225	307	0	108	0
HYPK	82.444444	0	0	0	0	0	328	414	0	0	0
COPS3	82.444444	0	0	0	0	170	230	342	0	0	0
CNDP2	82.444444	136	0	0	0	184	112	310	0	0	0
CDK5RAP1	82.444444	0	0	0	0	0	261	330	0	151	0
SASS6	82.333333	0	0	0	0	152	231	358	0	0	0
KATNA1	82.333333	0	0	0	0	0	167	286	0	288	0
TRIP12	82.222222	0	0	0	0	0	319	421	0	0	0
RIPK1	82.222222	166	0	0	0	0	226	348	0	0	0
FBXO36	82.222222	0	0	0	0	0	319	421	0	0	0
ZNF263	82.111111	0	0	0	0	261	125	353	0	0	0
RBM18	82.111111	0	0	0	0	125	195	289	0	130	0
NBPF12	82.111111	0	0	0	0	177	253	309	0	0	0
MRRF	82.111111	0	0	0	0	125	195	289	0	130	0
COA1	82.111111	0	0	0	0	131	192	338	0	78	0
TUSC1	81.777778	0	0	0	0	189	192	355	0	0	0
TPM4	81.777778	0	0	0	0	0	351	385	0	0	0
MFN1	81.666667	0	0	0	0	128	226	381	0	0	0
CIB2	81.666667	118	0	0	0	95	138	220	0	164	0
CHMP7	81.555556	0	0	0	0	151	226	357	0	0	0
PEMT	81.444444	0	0	0	0	144	248	341	0	0	0
C11orf49	81.444444	0	0	0	0	142	242	349	0	0	0
PRCP	81.333333	0	0	0	0	163	213	356	0	0	0
ETF1	81.333333	206	0	0	0	80	196	250	0	0	0
DDIAS	81.333333	0	0	0	0	163	213	356	0	0	0
TTC1	81.111111	0	0	0	0	191	177	362	0	0	0
GFOD2	81.000000	0	0	0	0	160	215	354	0	0	0
AP2B1	80.888889	0	0	0	0	142	179	305	0	102	0
TIMMDC1	80.777778	0	0	0	0	144	212	371	0	0	0
DZIP3	80.777778	132	0	0	0	95	208	292	0	0	0
CIP2A	80.777778	132	0	0	0	95	208	292	0	0	0
DAXX	80.666667	0	0	0	0	222	159	345	0	0	0
ABCF1	80.666667	183	0	0	0	101	169	273	0	0	0
VMP1	80.555556	0	0	0	0	124	256	345	0	0	0
RPLP1	80.555556	0	0	0	0	121	194	304	0	106	0
PTRH2	80.555556	0	0	0	0	124	256	345	0	0	0
NAGK	80.444444	0	0	0	0	0	257	314	0	153	0
ING5	80.444444	206	0	0	0	0	127	186	0	205	0
ST20-MTHFS	80.333333	133	0	0	0	163	150	277	0	0	0
NOL7	80.333333	106	0	0	0	111	109	194	0	203	0
ZNF594	80.222222	159	0	0	0	123	165	275	0	0	0
RPS6KB2	80.222222	0	0	0	0	178	182	362	0	0	0
COX16	80.222222	0	0	0	0	122	269	331	0	0	0
COX14	80.222222	0	0	0	0	130	238	354	0	0	0
WDR5B	80.111111	0	0	0	0	148	225	348	0	0	0
GATAD2A	80.000000	325	0	0	0	0	0	196	0	199	0
C18orf32	80.000000	0	0	0	0	185	124	308	0	103	0
ZNF787	79.888889	86	0	0	0	127	197	309	0	0	0
USPL1	79.888889	174	0	0	0	0	187	245	0	113	0
SEC16A	79.888889	109	0	0	0	129	120	218	0	143	0
HMGB1	79.888889	174	0	0	0	0	187	245	0	113	0
C9orf163	79.888889	109	0	0	0	129	120	218	0	143	0
DNAJC24	79.777778	0	0	0	0	183	184	351	0	0	0
DCDC1	79.777778	0	0	0	0	183	184	351	0	0	0
NRL	79.666667	0	0	0	0	166	140	311	0	100	0
NABP2	79.666667	131	0	0	0	0	285	301	0	0	0
DCAF11	79.666667	0	0	0	0	166	140	311	0	100	0
REXO5	79.555556	0	0	0	0	148	167	269	0	132	0
ERI2	79.555556	0	0	0	0	148	167	269	0	132	0
METTL2A	79.444444	0	0	0	0	155	119	298	0	143	0
JAGN1	79.444444	0	0	0	0	142	170	306	0	97	0
UBR7	79.333333	184	0	0	0	153	149	228	0	0	0
GON7	79.333333	184	0	0	0	153	149	228	0	0	0
ZNF548	79.000000	0	0	0	0	123	188	271	0	129	0
GTF3C3	79.000000	0	0	0	0	0	165	191	0	355	0
ZNF24	78.888889	206	0	0	0	105	157	242	0	0	0
RAB7A	78.888889	0	0	0	0	133	217	360	0	0	0
JOSD2	78.888889	0	0	0	0	233	128	349	0	0	0
POP5	78.777778	0	0	0	0	105	202	283	0	119	0
MED14	78.555556	206	0	0	0	159	112	230	0	0	0
CACYBP	78.444444	0	0	0	0	143	192	305	0	66	0
KXD1	78.333333	0	0	0	0	114	242	349	0	0	0
CFAP298-TCP10L	78.333333	123	0	0	0	89	207	286	0	0	0
CFAP298	78.333333	123	0	0	0	89	207	286	0	0	0
CDK17	78.333333	0	0	0	0	105	252	348	0	0	0
YKT6	78.000000	0	0	0	0	139	213	350	0	0	0
SERINC3	78.000000	0	0	0	0	155	196	351	0	0	0
NAXD	77.777778	0	0	0	0	129	196	268	0	107	0
LEMD3	77.777778	0	0	0	0	0	0	149	0	551	0
ARL14EP	77.777778	136	0	0	0	192	0	300	0	72	0
NUDCD1	77.666667	0	0	0	0	144	160	295	100	0	0
NDUFA2	77.666667	0	0	75	0	98	231	295	0	0	0
IK	77.666667	0	0	75	0	98	231	295	0	0	0
SCO1	77.555556	0	0	0	0	127	157	296	0	118	0
MYL12A	77.555556	0	0	0	0	123	244	331	0	0	0
ADPRM	77.555556	0	0	0	0	127	157	296	0	118	0
TMEM87A	77.444444	0	0	0	0	121	238	338	0	0	0
GLRX3	77.444444	259	0	0	0	0	159	162	0	117	0
GANC	77.444444	0	0	0	0	121	238	338	0	0	0
TRIM35	77.222222	0	0	0	0	119	222	354	0	0	0
RPL6	77.222222	0	0	0	0	97	245	353	0	0	0
RPL10A	77.222222	0	0	0	0	0	213	309	0	173	0
PTK2B	77.222222	0	0	0	0	119	222	354	0	0	0
DCAF10	77.222222	0	0	0	0	0	274	348	0	73	0
MAPK1IP1L	77.111111	128	0	0	0	117	197	252	0	0	0
GGA1	76.888889	136	0	0	0	92	192	272	0	0	0
CPLX2	76.888889	0	0	0	0	0	0	0	0	692	0
EPB41L5	76.777778	235	0	0	0	0	121	207	0	128	0
CXorf58	76.777778	0	0	0	0	101	247	343	0	0	0
TIMM13	76.666667	102	0	0	0	95	156	238	0	99	0
CPT2	76.666667	173	0	71	0	0	188	258	0	0	0
EEF2K	76.555556	0	0	0	0	0	305	384	0	0	0
KAT5	76.444444	105	0	0	0	127	170	286	0	0	0
L1CAM	76.333333	0	0	0	0	0	0	0	0	687	0
MAPK7	76.111111	118	0	0	0	0	255	312	0	0	0
FUBP3	76.111111	0	0	0	0	165	184	336	0	0	0
B9D1	76.111111	118	0	0	0	0	255	312	0	0	0
FAM149B1	76.000000	0	0	0	0	116	235	333	0	0	0
ECD	76.000000	0	0	0	0	116	235	333	0	0	0
COQ3	76.000000	0	0	0	0	0	290	394	0	0	0
ADPGK	76.000000	0	0	0	0	125	156	270	133	0	0
ZSCAN32	75.777778	83	0	0	0	110	190	299	0	0	0
ZNF174	75.777778	83	0	0	0	110	190	299	0	0	0
SNUPN	75.666667	0	0	0	0	188	165	328	0	0	0
SLC30A9	75.666667	0	0	0	0	126	118	271	0	166	0
SLC25A6	75.666667	246	0	0	0	0	167	268	0	0	0
DPM3	75.666667	0	0	0	0	126	226	329	0	0	0
TTC9C	75.555556	0	0	0	0	155	180	345	0	0	0
TMEM115	75.555556	0	0	0	0	105	243	332	0	0	0
TEDC1	75.555556	0	0	0	0	119	251	310	0	0	0
SMIM14	75.555556	0	0	0	0	110	245	325	0	0	0
HNRNPUL2	75.555556	0	0	0	0	155	180	345	0	0	0
TMX1	75.444444	0	0	0	0	128	150	290	0	111	0
TAF10	75.444444	0	0	0	0	183	165	331	0	0	0
RPL27	75.444444	0	0	0	0	87	216	308	0	68	0
ELAC2	75.444444	0	0	0	0	113	262	304	0	0	0
SF3B4	75.333333	0	0	0	0	127	221	330	0	0	0
DPP8	75.333333	140	0	0	0	143	148	247	0	0	0
CEP164	75.333333	0	0	0	0	188	166	324	0	0	0
EEF1AKMT4-ECE2	75.222222	0	0	0	0	121	173	287	0	96	0
EEF1AKMT4	75.222222	0	0	0	0	121	173	287	0	96	0
ARHGEF35	75.222222	0	0	0	0	0	258	419	0	0	0
ALG3	75.222222	0	0	0	0	121	173	287	0	96	0
TAF2	75.111111	0	0	0	0	131	223	322	0	0	0
SUB1	75.111111	0	0	0	0	0	286	390	0	0	0
OTUD5	75.000000	0	0	0	0	142	220	313	0	0	0
PSMD8	74.888889	187	0	0	0	117	133	237	0	0	0
CYREN	74.777778	156	0	0	0	0	247	270	0	0	0
SACM1L	74.666667	0	0	0	0	147	197	328	0	0	0
TTC14	74.555556	0	0	0	0	0	269	313	0	89	0
H4C8	74.444444	0	0	0	0	183	154	333	0	0	0
ZGPAT	74.333333	0	0	0	0	0	167	203	178	121	0
SSR4	74.333333	0	0	0	0	185	162	322	0	0	0
SLC35F6	74.333333	0	0	0	0	0	221	341	0	107	0
RRP15	74.333333	0	0	0	0	92	265	312	0	0	0
PRKCSH	74.333333	0	0	0	0	109	220	340	0	0	0
NGDN	74.333333	0	0	0	0	147	163	269	0	90	0
IDH3G	74.333333	0	0	0	0	185	162	322	0	0	0
CCDC151	74.333333	0	0	0	0	109	220	340	0	0	0
ARFRP1	74.333333	0	0	0	0	0	167	203	178	121	0
DDX49	74.222222	226	0	0	0	95	136	211	0	0	0
COPE	74.222222	226	0	0	0	95	136	211	0	0	0
TIPARP	74.111111	0	0	0	0	173	185	309	0	0	0
HPS5	74.111111	0	0	0	0	143	108	257	0	159	0
GTF2H1	74.111111	0	0	0	0	143	108	257	0	159	0
PDCD11	74.000000	0	0	0	0	171	181	314	0	0	0
COPG1	74.000000	0	0	0	0	0	255	333	0	78	0
ATP5MD	74.000000	0	0	0	0	171	181	314	0	0	0
TMEM14C	73.888889	0	0	0	0	147	187	331	0	0	0
SRCAP	73.888889	0	0	0	0	165	186	314	0	0	0
RARS2	73.888889	0	0	0	0	113	205	347	0	0	0
ORC3	73.888889	0	0	0	0	113	205	347	0	0	0
LOC730183	73.888889	0	0	0	0	165	186	314	0	0	0
CLTA	73.777778	0	0	0	0	160	181	323	0	0	0
TERF2	73.666667	0	0	0	0	117	223	323	0	0	0
GORAB	73.666667	0	0	0	0	129	198	336	0	0	0
ZNF414	73.555556	184	0	0	0	0	194	284	0	0	0
WDR53	73.555556	0	0	0	0	135	196	331	0	0	0
TEFM	73.555556	0	0	0	0	103	191	300	0	68	0
FBXO45	73.555556	0	0	0	0	135	196	331	0	0	0
POLR2K	73.333333	0	0	0	0	0	294	366	0	0	0
HIF1AN	73.222222	128	0	0	0	108	169	254	0	0	0
ARHGEF39	73.222222	0	0	0	0	189	158	312	0	0	0
RPL26	73.111111	0	0	0	0	139	211	308	0	0	0
RPF1	73.111111	0	0	0	0	0	280	378	0	0	0
TMEM198	73.000000	204	0	0	0	170	0	283	0	0	0
CZIB	73.000000	0	0	0	0	147	186	324	0	0	0
CHPF	73.000000	204	0	0	0	170	0	283	0	0	0
ASXL2	73.000000	0	0	0	0	197	127	333	0	0	0
TAF1C	72.888889	0	0	0	0	86	247	323	0	0	0
DSTYK	72.888889	0	0	0	0	0	314	342	0	0	0
ATP7A	72.888889	0	0	0	0	153	178	325	0	0	0
TIGD4	72.777778	0	0	0	0	175	154	326	0	0	0
ARFIP1	72.777778	0	0	0	0	175	154	326	0	0	0
POLRMT	72.666667	0	0	0	0	224	0	307	0	123	0
GLTPD2	72.666667	0	0	0	0	275	0	379	0	0	0
DCLRE1C	72.666667	199	0	0	0	89	106	154	0	106	0
CAAP1	72.666667	0	0	0	0	153	145	238	0	118	0
ARMC5	72.666667	123	0	0	0	189	0	265	0	77	0
USP4	72.555556	0	0	0	0	120	180	248	0	105	0
ZNF250	72.333333	146	0	0	0	0	224	281	0	0	0
VPS4B	72.333333	0	0	0	0	129	208	314	0	0	0
TTF1	72.333333	0	0	0	0	116	212	323	0	0	0
PLAA	72.333333	0	0	0	0	156	196	299	0	0	0
IFT74	72.333333	0	0	0	0	156	196	299	0	0	0
GID8	72.333333	0	0	0	0	234	0	281	0	136	0
DIDO1	72.333333	0	0	0	0	234	0	281	0	136	0
CSTF2	72.333333	0	0	0	0	142	201	308	0	0	0
UQCC1	72.222222	0	0	0	0	175	168	307	0	0	0
UBOX5	72.222222	127	0	0	0	0	119	228	0	176	0
FASTKD5	72.222222	127	0	0	0	0	119	228	0	176	0
ELP3	72.222222	0	0	0	0	120	150	288	0	92	0
CEP135	72.222222	134	0	0	0	138	124	254	0	0	0
CAPRIN2	72.222222	148	0	0	0	141	72	216	0	73	0
PSMF1	72.000000	0	0	0	0	0	190	298	0	160	0
TOPBP1	71.888889	116	0	0	0	114	162	255	0	0	0
TF	71.888889	116	0	0	0	114	162	255	0	0	0
PGAM5	71.888889	131	0	0	0	120	157	239	0	0	0
GINS3	71.777778	0	0	0	0	208	67	247	0	124	0
PAQR4	71.555556	0	0	0	0	0	212	301	0	131	0
GPX1	71.555556	0	0	0	0	180	192	272	0	0	0
ZNF397	71.444444	174	0	0	0	126	105	238	0	0	0
YIPF5	71.444444	0	0	0	0	123	198	322	0	0	0
NOP16	71.444444	0	0	0	0	0	283	360	0	0	0
KCTD16	71.444444	0	0	0	0	123	198	322	0	0	0
HIGD2A	71.444444	0	0	0	0	0	283	360	0	0	0
ATP6V0D1	71.444444	0	0	0	0	151	189	303	0	0	0
VPS33A	71.333333	0	0	0	0	129	192	321	0	0	0
MAGEF1	71.333333	0	0	0	0	194	166	282	0	0	0
ZNF81	71.111111	0	0	0	0	120	193	327	0	0	0
USP9X	71.111111	142	0	0	0	126	157	215	0	0	0
PRORP	71.111111	0	0	0	0	119	165	275	0	81	0
PPP2R3C	71.111111	0	0	0	0	119	165	275	0	81	0
RPS27A	71.000000	0	0	0	0	122	206	311	0	0	0
PSMC4	71.000000	0	0	0	0	145	188	306	0	0	0
EXO1	71.000000	151	0	0	0	0	193	295	0	0	0
CLHC1	71.000000	0	0	0	0	122	206	311	0	0	0
UBE4A	70.777778	126	0	0	0	131	130	250	0	0	0
LOC114841035	70.777778	0	0	0	0	0	291	346	0	0	0
FKBP2	70.777778	0	0	0	0	0	291	346	0	0	0
SMG8	70.666667	0	0	0	0	0	290	346	0	0	0
NCAPG	70.666667	0	0	0	0	126	185	325	0	0	0
BRF2	70.666667	0	0	0	0	190	122	324	0	0	0
TPM1	70.555556	0	0	0	0	121	211	303	0	0	0
NOL6	70.555556	0	0	0	0	153	155	327	0	0	0
SNX1	70.333333	0	0	0	0	145	170	318	0	0	0
ASB1	70.222222	222	0	0	0	0	107	165	0	138	0
ACAA1	70.222222	0	0	0	0	113	204	315	0	0	0
NPM3	70.111111	118	0	0	0	0	208	305	0	0	0
MTHFS	70.111111	98	0	0	0	0	180	215	0	138	0
MLEC	70.111111	76	0	0	0	118	153	284	0	0	0
FAM227B	70.111111	0	0	0	0	147	0	178	150	156	0
DTWD1	70.111111	0	0	0	0	147	0	178	150	156	0
ZNF79	70.000000	0	0	0	0	159	162	309	0	0	0
RACK1	70.000000	0	0	0	0	0	294	336	0	0	0
GOLPH3	70.000000	0	0	0	0	159	165	306	0	0	0
FADD	70.000000	0	0	0	0	0	264	366	0	0	0
SND1	69.888889	133	0	0	0	0	213	283	0	0	0
RRNAD1	69.888889	0	0	0	0	94	233	302	0	0	0
ISG20L2	69.888889	0	0	0	0	94	233	302	0	0	0
HIRIP3	69.777778	88	0	0	0	132	99	215	94	0	0
INTS9	69.666667	0	0	0	0	146	122	250	109	0	0
HMBOX1	69.666667	0	0	0	0	146	122	250	109	0	0
HDAC8	69.666667	0	0	0	0	106	210	311	0	0	0
TRA2B	69.555556	0	0	0	0	134	153	253	0	86	0
TTC30A	69.444444	144	0	0	0	145	0	251	0	85	0
HTRA2	69.444444	214	0	0	0	0	146	207	58	0	0
USF1	69.222222	0	0	0	0	133	167	323	0	0	0
MLLT11	69.111111	0	0	0	0	194	167	261	0	0	0
MBTPS2	69.111111	0	0	0	0	0	274	348	0	0	0
CDC42SE1	69.111111	0	0	0	0	194	167	261	0	0	0
FAAP24	69.000000	0	0	0	0	0	250	371	0	0	0
CEP89	69.000000	0	0	0	0	0	250	371	0	0	0
MTRNR2L1	68.888889	0	0	0	0	115	233	272	0	0	0
FARSA	68.888889	0	0	0	0	165	156	299	0	0	0
FAM98B	68.888889	0	0	0	0	0	242	271	0	107	0
CALU	68.888889	116	0	0	0	152	93	259	0	0	0
TEX22	68.777778	118	0	0	0	106	130	265	0	0	0
RPL15	68.777778	0	0	0	0	142	164	313	0	0	0
NKIRAS1	68.777778	0	0	0	0	142	164	313	0	0	0
PRPF3	68.666667	0	0	0	0	103	220	295	0	0	0
PIGL	68.666667	0	0	0	0	0	294	324	0	0	0
ZCRB1	68.555556	0	0	0	0	102	214	301	0	0	0
ZBED9	68.555556	0	0	0	0	0	209	246	0	162	0
TGOLN2	68.555556	0	0	0	0	110	164	255	0	88	0
PPHLN1	68.555556	0	0	0	0	102	214	301	0	0	0
GON4L	68.333333	0	0	0	0	127	170	318	0	0	0
TNFRSF10B	68.222222	0	0	0	0	90	234	290	0	0	0
SYMPK	68.222222	0	0	0	0	166	141	307	0	0	0
NKIRAS2	68.222222	116	0	0	0	109	134	255	0	0	0
FOXA3	68.222222	0	0	0	0	166	141	307	0	0	0
DNAJC7	68.222222	116	0	0	0	109	134	255	0	0	0
MTOR	68.111111	81	0	0	0	0	204	328	0	0	0
PCID2	68.000000	0	0	0	0	90	203	319	0	0	0
CKS2	68.000000	0	0	0	0	164	160	288	0	0	0
BABAM1	68.000000	0	0	0	0	176	137	299	0	0	0
POLR3GL	67.888889	0	0	0	0	157	171	283	0	0	0
LRIF1	67.888889	0	0	0	0	137	110	248	0	116	0
KIF22	67.888889	0	0	0	0	160	133	318	0	0	0
KAT7	67.888889	0	0	0	0	153	170	288	0	0	0
ANKRD34A	67.888889	0	0	0	0	157	171	283	0	0	0
CARD8	67.777778	0	0	0	0	0	288	322	0	0	0
ARC	67.777778	274	0	0	0	0	119	217	0	0	0
MRPL40	67.666667	141	0	0	0	93	0	239	0	136	0
HIRA	67.666667	141	0	0	0	93	0	239	0	136	0
BUD13	67.666667	0	0	0	0	0	160	234	0	215	0
SCRT1	67.444444	0	0	0	0	0	0	0	0	607	0
POGZ	67.444444	0	0	0	0	0	277	330	0	0	0
APTX	67.444444	0	0	0	0	166	173	268	0	0	0
RFX3	67.333333	0	0	0	0	0	247	359	0	0	0
PPIL1	67.333333	0	0	0	0	118	199	289	0	0	0
FAM200B	67.333333	0	0	0	0	0	192	276	0	138	0
